ticker,entropy_rate_bits
ICE,0.9973151216967375
ABBV,0.994320352355887
PODD,0.9984728470520124
ITW,0.9971841968388846
KKR,0.9954544202942555
KR,0.9982343981328634
MDLZ,0.9974118343220759
L,0.9920860674049276
MCO,0.9952051832775912
MCK,0.9918560521550509
MCHP,0.9962842109392702
MCD,0.9982352622269588
MAS,0.9980330145399317
MAA,0.9987299311568751
MA,0.9975671313779041
MTB,0.9980884882377484
MRSH,0.9922832652810188
MPC,0.9952482684219888
MLM,0.9983748735164379
MAR,0.9987908512818412
LYV,0.9991873003327618
LYB,0.9998412601754312
LVS,0.9999178844079993
LULU,0.9983252918990289
LRCX,0.9962162960904797
LOW,0.9964065424145094
LMT,0.9973812101420187
LLY,0.9955762840968532
LITE,0.9984063130158941
LIN,0.9958180072928035
LII,0.9970536011508624
LHX,0.9969239829189844
LH,0.9963533938945005
LEN,0.9979141095407185
LDOS,0.9952442440905288
PRU,0.9978204579093054
PSKY,0.9998398214973256
PSX,0.9988265775580557
VRT,0.992345899823417
VRSK,0.9954680938812983
VMC,0.9966850809945743
VLO,0.9992927977070756
VICI,0.9976388247227657
VEEV,0.9982911578043278
V,0.9960016005038042
USB,0.9987264712058692
URI,0.998530922676242
UPS,0.9997037741223712
UNP,0.9979567273826604
UNH,0.9981843568135291
ULTA,0.999085388305866
UHS,0.9981843568135291
UDR,0.9989971081993826
UBER,0.9999484137750764
UAL,0.999890595055952
TSN,0.9982725070046772
TYL,0.9976545530156643
TXT,0.9980769393145468
TXN,0.9899168438320413
TTWO,0.99699604728658
TTD,0.9971644169543584
TT,0.9922253681865053
TSLA,0.9981127809315224
TSCO,0.9968104771148075
TRV,0.9947391923597511
TROW,0.9983613131999379
VRSN,0.9971120601264273
VRTX,0.9952872387264147
PYPL,0.998472497537056
VST,0.9955881801922108
ZBRA,0.9994585218069321
ZBH,0.9993257592968837
YUM,0.9979271074582516
XYL,0.9987825059913031
XEL,0.9977102715902788
WYNN,0.999350972142516
WY,0.9985009296272956
WTW,0.9980950606333385
WST,0.9997717941854164
WSM,0.998631753531154
WRB,0.9940376412758332
WMT,0.9970330046359818
WMB,0.9927314717291891
WM,0.9940607858341679
WFC,0.9989928353798151
WELL,0.9950146446157319
WEC,0.9989643815167224
WDC,0.9987833678403402
WDAY,0.997123754249019
WBD,0.9990972853136715
WAT,0.9987920572990824
WAB,0.9970623751354468
GWW,0.9954159516375931
DIS,0.9971375942182151
VZ,0.9991707822890502
VTRS,0.9994968526460846
VTR,0.9971164521465916
TRMB,0.9976049812329971
TRGP,0.9916355299101405
TPR,0.9960337902833362
TPL,0.9972553635125674
SBAC,0.9993700703304276
NOW,0.9957676298485582
LUV,0.9995781954659382
CRM,0.9989097363347275
SPGI,0.9956342821361325
RVTY,0.9992508485043432
RTX,0.9979931056966374
RSG,0.9896695803393336
ROST,0.9975996599804855
ROP,0.9965653985324231
ROL,0.9924992879379829
ROK,0.9971430302177338
RMD,0.9957617283962062
RL,0.9989218527905875
RJF,0.9945915292273249
RF,0.9965333147982266
REGN,0.9986801270719105
REG,0.999131559863312
RCL,0.9995029945887088
QCOM,0.9978068328603314
PWR,0.9952350896293803
PTC,0.9978521633659765
PSA,0.9982077308640677
PHM,0.9966827973667104
PEG,0.9928660555595409
O,0.9975953198212186
DGX,0.9980216940000977
SBUX,0.9991980285285721
SHW,0.9991987198840178
SJM,0.9993362969879235
SYF,0.9966926206571539
TMUS,0.9960814480856575
TMO,0.999539020794356
TKO,0.9980981230085801
TJX,0.9985980160059317
TGT,0.9998367553194557
TFC,0.9991453301177394
TER,0.9971081916437436
TEL,0.9975621021251765
TDY,0.9957110654248578
TDG,0.9918613153088439
SYY,0.9990349205819756
SYK,0.9984968567356384
SWKS,0.9990126442448642
SLB,0.9998649931471301
SWK,0.9986716054386247
SW,0.8818529730158038
STX,0.9979669657595016
STT,0.99559199514542
STLD,0.9987619835231247
STE,0.9986020132097383
SRE,0.9971520981139821
SPG,0.9966416187859606
SO,0.9976037836054265
SNPS,0.9963717526053879
SNA,0.9986795205008233
SMCI,0.9989935613358194
IR,0.9994525101614198
IBKR,0.9910663331753742
IEX,0.9983989970184279
BK,0.9935882117760555
CNP,0.9945768028956453
CNC,0.9991530719300545
CHTR,0.9997037741223712
CHRW,0.9977824447589698
CF,0.9982193088568033
CDW,0.9990842775920935
CDNS,0.9973840276333082
CCL,0.9997277229447565
CBRE,0.9991479003534436
CBOE,0.99392022733507
CAT,0.9955148675873341
CASY,0.9965333147982266
CAH,0.9934938048138842
BXP,0.999077486460249
BLDR,0.9987984626534718
BG,0.9986656379102615
BF-B,0.9998658164142822
XYZ,0.9993142382061476
TECH,0.9999485450492603
BX,0.9979622109244906
BSX,0.9967109715127807
BRO,0.9918681108114167
BRK-B,0.9961612740824263
BR,0.998641918801057
BMY,0.9996845195546248
BLK,0.9956172455052043
BKR,0.9971845959377674
COF,0.9982891854085201
COR,0.9918557703496786
CPB,0.9995834902602334
CMCSA,0.9984184018126043
KO,0.9954007178177315
IDXX,0.9969054389221957
ED,0.9975671313779041
CVX,0.9962388140794981
CTSH,0.9994136323332905
CTAS,0.9877267256321087
CSCO,0.9972912907269267
COP,0.9989368144161992
COHR,0.9977877163610245
CMS,0.9940376412758332
CMG,0.9991484426528445
CME,0.9967737547796526
CLX,0.9987908512818412
CPT,0.9970324812300192
CL,0.996054968459511
CINF,0.9969769268618002
CIEN,0.9949663927303553
CI,0.9977877163610245
CHD,0.9962585886531323
CFG,0.997456161879474
CB,0.9945813694196377
CAG,0.9994385188036102
C,0.9990171168473387
SCHW,0.9980301962702758
CVNA,0.9970677498275857
CRL,0.9995705120971085
BKNG,0.9979984743996279
BIIB,0.9975505946325205
CCI,0.9985818658966863
BDX,0.9998757281076448
ADSK,0.9983712616553381
ADM,0.9975940787981594
ADI,0.9940552138050943
ACGL,0.99526647234873
AAPL,0.9966458265620436
MO,0.9917862336777797
MMM,0.9990445707201211
LNT,0.9975848936949724
GOOGL,0.9940137066793554
ARE,0.9991641238829989
APD,0.9987908512818412
AOS,0.999608706850675
AMZN,0.998457498067911
AMD,0.999532365987867
AMCR,0.995114610362593
ALLE,0.9991223463680484
ALL,0.9974408170094422
ALGN,0.9993195921462551
ALB,0.9984473240728207
AKAM,0.9965248575969712
AFL,0.9924693112276789
AES,0.998208957456757
AEP,0.9958465946360439
AEE,0.9956026297718705
ADBE,0.9990185293023662
ACN,0.9975183823190474
ABT,0.9971994779468839
AIG,0.9941841611833091
AIZ,0.9927255264546604
AJG,0.9907603694177236
AXP,0.9982079899684096
BBY,0.9996254273562053
BAX,0.9975486242203004
BALL,0.9993284887120069
BAC,0.997110672400012
BA,0.9998461427158617
AZO,0.9971400027744495
AXON,0.9930953920605807
AVY,0.9983006666948508
AVGO,0.9963886777411348
AVB,0.9984528882543519
ADP,0.9945127512261647
T,0.9979457484758123
AWK,0.9973926830650639
AMAT,0.9936187791704797
ATO,0.9927034608546739
ARES,0.9960522781765488
APTV,0.9972296073706888
APO,0.9946496180562484
APH,0.9943633906316236
APA,0.9985790740921451
AON,0.9978061178115991
ANET,0.9951202286184436
AMT,0.9994338335341124
AMP,0.9959107161776203
AMGN,0.9993520807831198
AME,0.9956852259212259
STZ,0.9996920006232872
FIX,0.9946579284513827
ESS,0.9967768969341676
GILD,0.9993450187129621
GE,0.9953998914951392
GDDY,0.997140230845493
GD,0.9934304134993693
FTV,0.9962658983201159
FTNT,0.9938360039731792
FOXA,0.9986795205008233
FE,0.9913942676784446
FCX,0.9996140965285715
F,0.9991078492912456
BEN,0.9995871912688408
XOM,0.9970928868437638
FSLR,0.998475766001094
FRT,0.9980120129199168
FITB,0.995291659443114
FIS,0.9987736626534574
FICO,0.9964003195686808
FFIV,0.9985299318671379
FDX,0.99819944825214
FDS,0.9955098861209608
FAST,0.9964401866193174
EXR,0.9987995082537741
EXPE,0.9993415950540867
EXPD,0.9984184018126043
EXC,0.9965356232804634
EVRG,0.9908351939836829
CMI,0.9946733782757147
ES,0.9957630785812506
GEN,0.9995931210836908
GIS,0.9985283885399245
EQT,0.9996069788032597
GL,0.995336933825237
IBM,0.9951365233208429
HWM,0.990945501795739
HUM,0.9986858565372116
HUBB,0.9958348691841925
HSY,0.9978102799328926
HST,0.9995403121844375
HSIC,0.9998882068610264
HRL,0.9969865325236834
HPQ,0.9972050100909523
HPE,0.9970126469017355
HON,0.9983526304548079
HLT,0.9977498900832308
HII,0.9979931056966374
HIG,0.9925783020908401
HD,0.9979863451655862
HCA,0.9945698177168638
HBAN,0.9980751184243128
HAS,0.998631753531154
DOC,0.9995915161418611
IT,0.9958788299414311
HAL,0.998849860345388
GS,0.9982728880355958
GRMN,0.9959804282734922
GPN,0.999984909038727
GPC,0.9978588034334004
GNRC,0.9987026950257815
GM,0.997864911329935
ERIE,0.9967608267091547
ZTS,0.9984850846263917
EQR,0.9978276304767657
DOV,0.9987128749604512
DHI,0.9968892934293766
COST,0.9947537014026386
DG,0.9997198732179242
EQIX,0.9985596532917677
CPAY,0.9975060472920246
DD,0.99965292812471
D,0.9982163895697734
GLW,0.9943628793511898
FANG,0.997140230845493
CPRT,0.9967995515366761
DXCM,0.9971120601264273
DVN,0.9994966276037713
DVA,0.9969562368512338
DRI,0.9996813343819981
DHR,0.9984000677983342
DELL,0.9970032434893241
DECK,0.998434937538416
DE,0.9981677124982559
DDOG,0.9996473933755465
DAL,0.9995145656129364
CVS,0.9985430594288014
CTVA,0.997739753230422
CSX,0.9952769077424563
CSGP,0.9996421430917454
CRWD,0.9965204067148735
DLTR,0.996437048903169
DLR,0.9984546855823947
DOW,0.9997794170512813
EIX,0.997802076746125
EL,0.9998757281076448
EG,0.997192602759866
EFX,0.9978098533939816
SATS,0.9999993959974649
EW,0.9998266128241037
ETR,0.9960666409216296
ETN,0.9924964899856576
EPAM,0.9985596532917677
EOG,0.9993488203895459
EME,0.9910178445266036
ELV,0.9985479643372212
EMR,0.9975349433137976
ECL,0.9962196176002857
EA,0.9974146216773445
DPZ,0.9977084297622326
DTE,0.9908950609293624
COO,0.9999606752930239
DUK,0.9959884346413668
EBAY,0.9977218347992695
CRH,0.9986416894915291
FISV,0.9960726284482249
CARR,0.997364492163748
OTIS,0.9947864424021955
